Jackson Wright,fd269a63-a27d-4e9d-a3b3-68c23c199d69,Statistical Methods in Biomedical Research,3.4,1.7,2.7,4.9,,,,3.2
Cameron Chavez,a387c97c-4e8f-4efa-accb-381da0a6d67f,Machine Learning,9.9,3.1,0.4,,,,,4.5
Isaac Jimenez,d25e4181-d0e3-47a6-b893-9047eb736d6b,Machine Learning,4.3,0.8,3.3,,,,,2.8
Evelyn Ramos,2d8e9d81-5e4a-4463-a748-f21957c564a3,Statistical Methods in Biomedical Research,3.8,5.4,0.5,4.3,,,,3.5
Benjamin Gomez,b6cf26df-65d3-4878-b78c-887be299dcd6,Big Data Analysis,3.3,10,7,9.5,,,,7.5
Amber Green,be26e342-4a47-4f2b-9d83-b4433f62947a,Introduction to Data Science,4.3,1.2,4.1,2.5,1.7,,,2.8
Barbara Rodriguez,a4399ceb-9431-423a-8084-37bbc779fedb,Statistical Methods in Biomedical Research,8.6,5.2,8,8.1,,,,7.5
Rachel Cruz,c2ac613b-0781-45cb-8701-5cef47c7d327,Machine Learning,2.5,3.7,2.3,,,,,2.8
Colin Roberts,0bdfdc47-e3c9-442a-9427-2a2b5bc36248,Machine Learning,6.7,8,3.2,,,,,6
Evelyn Cook,3d87d248-785b-49ca-9b25-86f787e93ef0,Introduction to Data Science,0.6,0.7,2.9,1.9,1.3,,,1.5
Lily Morgan,fd1afb54-c973-40d0-9d1b-1dd7563e96bd,Bioinformatics,3.6,2.9,4.5,9,7.4,8.8,,6
Jacob Price,7ed50290-9cbe-4b6a-8085-c95305a5153d,Introduction to Data Science,6.1,9.6,0.3,8.9,6.9,,,6.4
Logan Lopez,ab4c1428-9798-4590-8a4e-737e281d3b68,Big Data Analysis,2.4,6.4,9.2,3.9,,,,5.5
Brian Collins,de1227b7-09f2-4fc3-a33c-c340df6f1b66,Statistical Methods in Biomedical Research,0.8,5.2,6.6,5.3,,,,4.5
Emily Richardson,83c7879b-d65d-4fad-ae93-4eb33e955f6a,Statistical Methods in Biomedical Research,8.6,8.3,6,6,,,,7.2
Charles Foster,da6c66c5-c511-4c04-aaa9-e5a8f1de196a,Big Data Analysis,9.8,4.8,9.7,0,,,,6.1
Adam Cook,55cc8241-3850-4bb6-9c8c-9e1b49d3ff1f,Introduction to Data Science,2.6,0.5,0.4,8.4,9,,,4.2
Anna Ruiz,480883ba-f96a-4a41-9df4-66c4a392c767,Bioinformatics,2.9,7,3,6.1,4.5,4.5,,4.7
Gregory Ortiz,cea4425a-5c46-4791-997a-85cbbfc28738,Machine Learning,6.3,6.9,4.1,,,,,5.8
Amanda Anderson,f86be6c8-39b9-4449-8fb6-f6bc7feea3b9,Statistical Methods in Biomedical Research,8.2,7.9,3,1.6,,,,5.2
Aaron Morris,6845c5a2-6039-493c-8b1f-431cf2065d1a,Machine Learning,1,9.6,3.7,,,,,4.8
Colin Perez,2fa398dc-c210-449a-b8a5-73e2e236ad7b,Statistical Methods in Biomedical Research,0.5,7.3,5.4,3.6,,,,4.2
Sarah Adams,266d4141-8e5d-46dc-ae4c-1d08e811dcc8,Big Data Analysis,5.7,9.6,0.9,2.6,,,,4.7
Ella Murphy,5f54965b-8a52-495f-834e-e3207234c1a3,Big Data Analysis,7.5,3.2,9.2,6.8,,,,6.7
Lucas Morgan,ec4c71f2-fb8a-48b1-8184-21ea96f91736,Big Data Analysis,5.9,3.4,5.9,6,,,,5.3
Nathan Williams,0c14797d-5e50-42cd-b532-1dae65ed0f75,Machine Learning,7.4,8.1,8.8,,,,,8.1
Gregory Campbell,08c0017c-b038-47e1-92be-61627576f19f,Introduction to Data Science,9.6,1.5,1,7.4,9.7,,,5.8
Aaron Myers,3a500a34-9bcc-4902-b4bb-b4d728aa5030,Big Data Analysis,0.6,7.6,9.4,1,,,,4.7
Gabriel Walker,16329a2f-5778-438c-ad3d-2d8aa940a6be,Machine Learning,0.6,7.8,2.6,,,,,3.7
Noah Ross,78b24349-7298-4f8b-bc48-f11090a45a9f,Machine Learning,7.5,6.2,5.4,,,,,6.4
Alice Anderson,f23e851b-7b9e-4d41-99c7-755a95fc5859,Bioinformatics,1,5.7,8.3,6.1,3,4.6,,4.8
Audrey Thompson,858ad4c9-0fec-43c6-ae3b-795d352c24e6,Introduction to Data Science,4.4,9.6,8.5,4.7,8.2,,,7.1
Samantha Mendoza,734b964b-238f-44c1-b396-932d9f367675,Bioinformatics,6.6,4,8.6,5.8,3.8,4.5,,5.6
Evelyn Sanchez,0ade05fa-a791-4292-9dd1-17a02ae137ae,Introduction to Data Science,5.1,0.3,5.8,4.7,7,,,4.6
Ashley Perez,7b8461ee-ec18-471f-ae92-eceb059dd10e,Introduction to Data Science,3.3,4.1,8.9,9.8,8.6,,,6.9
Ryan Watson,07f1ca02-6e3c-43a2-9074-8630e823d79b,Statistical Methods in Biomedical Research,3.7,6.3,7.7,7.9,,,,6.4
Grace Ruiz,28981b81-4e51-4f42-b6a8-b69947548b14,Introduction to Data Science,6.7,1.3,4,0.9,4.2,,,3.4
Joseph Bailey,022cd7ac-1986-4fd7-ad63-02ba253dc324,Bioinformatics,9.3,2.4,8.3,6.6,6.3,2.4,,5.9
Evelyn Parker,0f4c4f32-89d4-4c75-8883-fd4aae1e767d,Big Data Analysis,0.5,6.8,7.8,6.6,,,,5.4
Charles Mitchell,869aa4b0-7b3e-4a5e-9f02-0023230dbf62,Big Data Analysis,5.8,4.4,5.4,7.7,,,,5.8
Christian White,dc7ab7d4-7f53-48ee-8e9d-ccc5613c4ecc,Big Data Analysis,1.1,4.8,4.6,4.4,,,,3.7
Jessica Scott,ac874a79-cdc8-421b-8b05-bc9233a8792a,Big Data Analysis,7.9,1.1,6.3,2.7,,,,4.5
Connor Wood,66ba831e-a21a-4839-b268-88233b26d311,Machine Learning,5.7,7.6,4,,,,,5.8
Victoria Stewart,96f3776d-b6fe-49e6-898a-ff71b8589c7f,Machine Learning,3.4,0.4,5,,,,,2.9
Julia Parker,2eb0b833-cac2-41ce-9269-5fad291bb1fb,Big Data Analysis,5.1,2,0.2,7.3,,,,3.7
Benjamin Parker,61bb4027-e0fe-4083-9820-c74dfb5bc1d5,Big Data Analysis,7.8,7.6,2.5,2.4,,,,5.1
Olivia Murphy,dd441e89-90ef-4dd5-9b76-e0f83ca2390e,Bioinformatics,2.7,9.2,3.3,5.9,6,7.7,,5.8
Aaron Gray,9ef37b77-a308-43f9-83e1-044263c0b1e7,Introduction to Data Science,2.4,5.7,1,7.8,4.8,,,4.3
Ryan Sanchez,832bab55-447a-4ef1-b1aa-e83e05f8737c,Big Data Analysis,2.8,2.4,8.9,9.5,,,,5.9
Kimberly Morris,082f890b-40ab-43c5-bf08-63cc5f952d2d,Statistical Methods in Biomedical Research,5.4,0.7,7,1.3,,,,3.6
Lucas Alvarez,2aee997d-0422-400b-9c23-c2a452cb8477,Bioinformatics,2.1,5.1,9.5,5.7,1,4.1,,4.6
Paul Ramirez,bfc16661-637f-4505-909a-98aa35d840a7,Statistical Methods in Biomedical Research,1.3,9.3,1.1,3.2,,,,3.7
Diana Harris,bd1b6a83-50ae-4925-8208-40667bbfd039,Statistical Methods in Biomedical Research,1.5,0.3,6.9,4,,,,3.2
Ashley Collins,2b3780cb-284a-4887-9ed2-d7d10f948e51,Bioinformatics,6.6,2.2,6.5,8.3,8.6,6.7,,6.5
Harper Lopez,67fd7766-8aec-432b-b0b4-58332148d1e8,Machine Learning,3.5,0.3,5.6,,,,,3.1
Gregory Torres,ff3a11df-5068-4f27-91b5-0c533d69045b,Introduction to Data Science,9.6,8.5,1.5,6.2,2.4,,,5.6
Rebecca Anderson,d97c3432-368a-4445-9a4a-e7c008792c38,Machine Learning,7.5,0.1,10,,,,,5.9
Sophia Stewart,e73c56a3-1c3b-4415-9666-54a7af689d4b,Machine Learning,0.3,0.3,3.6,,,,,1.4
Elizabeth Green,7d386387-60de-4963-919c-76a328676166,Machine Learning,7.6,5.7,1.9,,,,,5.1
Jacob Evans,b09c5bed-336a-4589-bec4-f3343a42f46e,Statistical Methods in Biomedical Research,3.2,7.9,7.3,2.5,,,,5.2
Jacob Green,a6413566-ba48-4934-a0f8-409601d8e7ee,Bioinformatics,4.6,7,1.3,5,9,8.6,,5.9
Mason Smith,90df7450-8ed8-4a12-bda3-a06a256b5843,Bioinformatics,4.9,2.5,7.6,2.5,7.4,3.4,,4.7
Jennifer Edwards,0bdd1e2d-a143-452f-b747-312d270eefe5,Introduction to Data Science,3.5,7.1,6.4,4,3.6,,,4.9
Christian Chavez,dbfd2c05-33c3-4928-9ffc-6cc4698db796,Statistical Methods in Biomedical Research,2.2,0.9,6.4,6.2,,,,3.9
Natalie Perez,9cd80236-c100-483f-b191-cedad07066ad,Bioinformatics,4.1,0.1,1.8,9.6,3.1,1.6,,3.4
Ryan Scott,e7af2da8-cfde-495d-9fde-996c2ac1b040,Bioinformatics,3.7,1.1,2.7,3.6,8.1,9,,4.7
Jacob Price,e5c34930-dc82-4a71-9271-ea38eee2736d,Machine Learning,5.2,5.3,2.9,,,,,4.5
Caleb Turner,085e7717-b42e-4aac-89fb-3d5a1791c964,Statistical Methods in Biomedical Research,9.2,0.7,7.1,3.4,,,,5.1
Rebecca Cruz,77b01978-0356-4415-a925-69a3f7764500,Machine Learning,3.7,2.3,8,,,,,4.7
Anthony Davis,18e46de6-9f34-4f12-8e3a-7b4ddaa00ef2,Machine Learning,2.4,2.3,5.4,,,,,3.4
Alexander Williams,38be63d6-2056-4850-b33a-0bb04bc0d8c5,Bioinformatics,2.6,1.6,5.6,1.3,2.4,6.3,,3.3
Blake Torres,db3c1293-edf3-470c-b6d8-d7839d85d2bb,Bioinformatics,5.8,4.8,2.1,6.5,4.4,7.7,,5.2
Kevin Ortiz,64c75870-672e-48dd-a595-85ec4e9b5949,Introduction to Data Science,6.9,9.9,2.3,3.3,1,,,4.7
Barbara Gutierrez,ac7cc28a-ada6-442a-8d6e-05a78854174a,Introduction to Data Science,9.1,8.9,8.3,3.1,8.6,,,7.6
Brian Price,26944e9c-c8eb-4547-aa5e-239fec3ff044,Machine Learning,0.9,1.4,8.7,,,,,3.7
Samantha Hernandez,09f1ebc0-b104-4e6d-b25d-b6b11f6ba3aa,Bioinformatics,0.1,1.2,4.8,9,8.5,8.3,,5.3
Audrey Campbell,e5a41fc8-3300-4f60-bba7-80bfe566cf63,Statistical Methods in Biomedical Research,6.5,7.6,5.3,3,,,,5.6
Heather Moore,4d569e6d-c9d0-41aa-a148-c754b9fb7291,Machine Learning,5,3.7,9.8,,,,,6.2
Blake Evans,5a64fc38-ca00-4eac-baee-7faa10dfdb89,Statistical Methods in Biomedical Research,6.9,0.9,4.4,4.9,,,,4.3
Olivia Jackson,41ac5cb2-230a-4561-ab44-7562608dfa99,Big Data Analysis,6,7.5,2.9,6.6,,,,5.8
Jason Richardson,3295c890-6a7a-4653-bcda-536d1a313dfd,Introduction to Data Science,8.6,1.5,6.7,0.7,8.5,,,5.2
Diana Rivera,0df10f00-8096-44f2-b6dc-5b445f4da925,Introduction to Data Science,8.3,9.9,9,0.7,4.9,,,6.6
Cameron Young,ad1753de-889e-4e3b-a069-91bdfa8b9864,Statistical Methods in Biomedical Research,6.4,1.3,5.7,4.2,,,,4.4
Ashley Hill,72884db5-58ee-412b-8da2-c79c880ec536,Big Data Analysis,7.8,3.3,1.4,3,,,,3.9
Sophia Cruz,bbef27a1-b3d3-4d54-b4ba-07ae1051e7f5,Introduction to Data Science,4.2,2.7,1.1,4.7,4.7,,,3.5
Megan Cox,66e2cf91-a92f-4ead-b018-cf4d1a9ef57d,Bioinformatics,1.1,10,1.8,5,5.7,2.3,,4.3
Andrew Lopez,7d9b3edf-43cb-4dcc-addc-929cc57f4006,Machine Learning,4.9,3.1,1.6,,,,,3.2
Elizabeth Hall,c96e2145-a735-4172-8a61-a48a765069c0,Statistical Methods in Biomedical Research,1.8,6.2,8,3.6,,,,4.9
Jason Jackson,0582ee7f-5090-4a42-bbfb-56308e46f995,Statistical Methods in Biomedical Research,4.5,8.2,0,7.3,,,,5
Emma Evans,ea5dffe4-cbe9-4641-8b00-bd53f6e44787,Big Data Analysis,5.4,2.3,7.5,5.1,,,,5.1
Blake Sanchez,01aa358b-f1e2-4530-b7b8-d37e85f7f16a,Big Data Analysis,3.7,5.7,8.8,0.8,,,,4.8
Alexa Roberts,eae0d372-b52e-4fa4-aeac-40ba20ca3320,Statistical Methods in Biomedical Research,1.8,7.4,2,8.4,,,,4.9
Joseph Young,0b3e65b3-b79a-4052-a666-05a605d8cce7,Introduction to Data Science,7.5,3.1,9.9,2.9,2.6,,,5.2
Audrey Watson,5ca0308d-b41e-48e7-a2e7-5c3d13c8be80,Machine Learning,0.8,6.2,0.7,,,,,2.6
Sophia Morgan,4a552173-9bcf-4053-af9b-3ba14f330e05,Big Data Analysis,9.6,9.1,3.2,8.9,,,,7.7
Benjamin Martinez,1509b795-44fa-41a7-acdd-3717ea523104,Big Data Analysis,9.9,8.9,0.1,2.8,,,,5.4
Thomas Stewart,d2dad2cb-487e-4891-a653-3fd10d660b48,Bioinformatics,0.3,1.3,3.2,9.5,1.6,0.9,,2.8
Sarah Perez,1a86a523-0ddf-46eb-a4d0-919beac4fe80,Statistical Methods in Biomedical Research,6.9,9,6.6,7.6,,,,7.5
Charles Ortiz,b885ed95-deb1-4150-8125-1c804b53c849,Statistical Methods in Biomedical Research,0.2,4.1,2.2,3.7,,,,2.6
Kimberly Adams,c81582da-d9ff-449b-a126-90cab34beabb,Big Data Analysis,8,2.8,2,0.3,,,,3.3
James Myers,103b1cf0-24d0-4c2d-9d01-9e3dbdac4dce,Introduction to Data Science,6.2,0.4,3.1,6.2,9.3,,,5
Noah Ramos,b1b192c4-0582-46ab-9437-ed08c94fe7ca,Machine Learning,2.3,1.8,2.4,,,,,2.2
Nathan Ward,d2bcdaba-8c21-427f-8e31-6e36a8688e93,Introduction to Data Science,5.7,6.6,2.6,9.7,2.2,,,5.4
Zachary Patel,fdbc3edd-c839-4550-871b-4b993703dade,Big Data Analysis,0.4,6.3,1.3,6.5,,,,3.6
Olivia Diaz,570591c2-6619-46e2-b7ac-42474e26cea0,Introduction to Data Science,2.8,4,8.1,5.7,9.9,,,6.1
Adrian Morgan,0dd3c164-71b9-4207-8bec-a7167822e557,Big Data Analysis,9.9,2.1,6.9,6.6,,,,6.4
Jonathan Martin,639190a3-5870-4918-83ba-8ce43af4f979,Big Data Analysis,7.9,4.6,6.8,3.9,,,,5.8
Brian Morris,818045e1-b059-47b5-8fef-05d2ca923091,Big Data Analysis,8.4,0.6,2.9,2.1,,,,3.5
James Brown,9cd9836f-444e-4f56-8324-3ddb42e33c17,Statistical Methods in Biomedical Research,9.6,0.3,5.7,6.4,,,,5.5
Zachary Collins,ff2bdb89-b4a6-4912-be2d-7aa22c11c4ea,Machine Learning,2.1,1.3,6.9,,,,,3.4
Ryan Chavez,aad3072a-b0c5-4fa2-b117-616d9b813088,Machine Learning,3.6,8.8,3.9,,,,,5.4
Chloe Clark,03cb97fd-bf13-4139-a960-506f13616271,Introduction to Data Science,1,3.3,9.7,8,2,,,4.8
Austin Cox,7d102fd2-1ba3-443a-8f80-242b7ec5d2cf,Big Data Analysis,8.7,3.4,0.6,8,,,,5.2
Eva Richardson,09d5b8d8-50b6-4606-9de4-3d925701d86c,Bioinformatics,2.8,3.3,4.7,5.1,7.8,9.7,,5.6
Audrey Hughes,8b77f89a-1848-46fa-9ac2-156d4293cf20,Statistical Methods in Biomedical Research,1.3,8.4,9.9,8.2,,,,7
Isabella Cooper,19d08afa-2d2d-42f0-8fdf-a7053ba31612,Statistical Methods in Biomedical Research,0.3,4.1,2.6,9.4,,,,4.1
David Gutierrez,eab5fee1-e86c-485e-8ef5-125f230d86f8,Big Data Analysis,2.2,2.8,0.2,8.8,,,,3.5
Barbara Wilson,5cb7bd3b-57b1-4597-add5-f98e7172d139,Bioinformatics,7.1,0.9,0.4,3.5,1.8,7.7,,3.6
Lucas Stewart,cfe9f5b2-fa72-4f53-a44a-fd6138b5ecea,Big Data Analysis,0.6,5.6,0.3,8.7,,,,3.8
Angela Brown,d1bcc3a3-44bc-4fc9-9677-e6e92673095e,Bioinformatics,9.4,7.3,1.5,9.6,5.1,0.8,,5.6
Logan White,656b97ac-b45a-44b0-8b7d-48d1f7248452,Statistical Methods in Biomedical Research,6.8,1,2.3,1.3,,,,2.9
Zachary Baker,31b7219c-0307-4a05-a480-8c63a53fb7a3,Machine Learning,9.3,5.7,8.1,,,,,7.7
Angela Kim,a9a36f96-6903-426f-abca-b3610c9a65a6,Big Data Analysis,8.8,0.7,7.6,2.2,,,,4.8
Nathan White,38d0f6cc-17a0-4eb2-bbcb-309bf6144c67,Introduction to Data Science,4.1,5.8,9.6,6.8,4.9,,,6.2
Alexa Lopez,3cfbe43d-bb83-49b8-9cc0-df4167124af2,Introduction to Data Science,5.1,6.8,2.8,8.9,2.7,,,5.3
Thomas Reed,d1a442e7-6583-419d-8b55-9d13d1f52761,Statistical Methods in Biomedical Research,5.6,3.7,7.8,3.7,,,,5.2
Megan Morris,cd308418-b63d-4b0d-8702-044fb37c6df0,Big Data Analysis,2.1,6.5,3.2,4.9,,,,4.2
Gregory Hill,55d52270-6c5c-4417-8d07-3eeb2fb64db5,Machine Learning,2.3,0.1,4.4,,,,,2.3
Deborah Foster,d8db3f56-58e1-4053-9327-05e200e691ed,Bioinformatics,6.6,4.4,2.5,6.5,4.6,7.7,,5.4
Brian Garcia,bc40a884-fe0c-48ec-a2df-f7d8b6f9550c,Big Data Analysis,0.8,4.2,6.1,6.6,,,,4.4
Noah Baker,a7026bea-f3f7-41a5-830a-742229beceff,Bioinformatics,2.8,6.7,6.8,3.1,5,0.1,,4.1
Alex Jones,661280aa-0540-48ed-8f04-657978dba16a,Introduction to Data Science,7.5,0.5,3.1,3.6,3.8,,,3.7
Katherine Jones,155ccdc4-4d1d-4dcb-bbc6-72eda5a4c3d2,Bioinformatics,2.5,3.6,7.8,8.7,9.7,1.7,,5.7
Kaitlyn Chavez,6c73c36e-e764-48f3-991b-10bf171c8e33,Statistical Methods in Biomedical Research,0.1,3.5,4.1,6.4,,,,3.5
Olivia Green,4d4db175-d331-4680-8b3b-7e0af21731f0,Bioinformatics,6.9,7.9,6.6,2.3,2.1,0.6,,4.4
Jason Thomas,6525d874-5d76-44af-9044-1454cf03559e,Statistical Methods in Biomedical Research,4,9.8,6.8,3,,,,5.9
Amber James,2b08bf10-2a6d-459f-97d5-6d81b8d288f1,Bioinformatics,8.7,0.2,4.4,6.9,5.1,8.8,,5.7
Chloe Howard,47bf3229-0dee-4951-8e2c-47da5ff2d334,Big Data Analysis,8.8,1.3,0.3,2,,,,3.1
Amy Edwards,76f225e2-f7b6-43be-96b7-00f23d678e03,Big Data Analysis,5.2,9.2,0.7,5.3,,,,5.1
Austin Cook,3911d81b-a92e-4032-aa9e-20d77ce3092e,Bioinformatics,5.7,2.8,3.1,8.4,6.7,1.2,,4.7
Edward Murphy,a3c069f4-d7fd-4ef6-899d-934f25446bf7,Bioinformatics,2,3.7,8.6,1.6,4.4,1.1,,3.6
Austin Perez,b1f564c8-ed76-44b2-8eaf-7fd4dc8c2dbf,Machine Learning,6.6,7.8,9.3,,,,,7.9
Brandon Harris,1f0af267-1407-4e6e-bb12-5d3c5aa66eca,Bioinformatics,7,2,2.1,1,9.8,3.6,,4.3
Deborah Lee,893d3338-b662-44d5-bfae-917319d5435e,Statistical Methods in Biomedical Research,2.8,9.6,2.1,5.7,,,,5.1
Michael Myers,8b417ef8-a2e1-478f-8302-df863cd0b7b6,Big Data Analysis,5.6,2.5,4.1,9.2,,,,5.4
Benjamin Hernandez,52979a24-269b-436d-894a-ed62a74d5b51,Machine Learning,9.6,7.8,3.5,,,,,7
Colin Wood,c96c8b96-665d-4f74-b640-e06f548bb1a7,Bioinformatics,1.8,2.5,2.2,3.7,1.3,2.7,,2.4
Anna Morales,b27134d9-dde9-4c2d-ae89-04dbeb1cfd3b,Introduction to Data Science,4.5,2.8,8.9,1.6,5.2,,,4.6
Eva Brown,83b23dcf-36a0-4804-b044-40cf6324a61e,Introduction to Data Science,3.6,3.8,2.6,2.6,8,,,4.1
Eva Cooper,5da22b13-85ba-4754-972b-e669045e6c04,Big Data Analysis,7,9.5,4.4,2.5,,,,5.9
Brandon Lopez,c62cd893-e363-4b67-8973-2bf23fae5a2e,Big Data Analysis,9.7,9.7,7.1,1.3,,,,7
Emma Carter,b5529268-a5e6-41d9-a573-50c4d9bf1e81,Machine Learning,1.1,2.3,7.1,,,,,3.5
Anna Harris,46864f65-0811-4bc6-8164-6c2ffa4f9bbb,Statistical Methods in Biomedical Research,4.7,2.9,6.7,4.4,,,,4.7
Harper Harris,4dc99ab5-9356-4826-bd87-83d14a91afab,Introduction to Data Science,2.3,6,0.8,0,3.7,,,2.6
Ashley Brooks,93e6713d-c28d-421b-aca8-65526da2f178,Big Data Analysis,3.6,4.2,7.3,8.5,,,,5.9
Christopher Murphy,2c34a36a-f5a8-4420-bcad-c6811fb73b1a,Statistical Methods in Biomedical Research,8.2,7.5,0.7,3.9,,,,5.1
Claire Wilson,4627abf8-9b96-4c7a-bfb6-745d1f56c157,Bioinformatics,8.2,8,9,3.8,0.8,4.9,,5.8
Edward Baker,2190c9af-7b19-4734-96e1-8c7b3fdb2b73,Machine Learning,9.5,4.9,0.5,,,,,5
Kevin Howard,92815eac-3588-46ee-b340-0a9beaf975a9,Machine Learning,4.6,5.4,4.3,,,,,4.8
Brittany Ross,2288be4e-04fe-4e29-b8e0-077daa95fb27,Statistical Methods in Biomedical Research,2.7,0.2,1.5,0.4,,,,1.2
Daniel Moore,29a8957f-7f47-4096-8168-34ea8620cd0e,Bioinformatics,8.6,7.9,2.2,8.9,8.8,9,,7.6
Audrey Carter,4a05983b-5752-47d4-b689-a370a574c43b,Introduction to Data Science,4,9.5,7.8,6.4,6.4,,,6.8
Diana King,afc14cb2-8b8c-40ee-8688-195569b2545e,Statistical Methods in Biomedical Research,2.4,6.2,6.1,6.3,,,,5.3
Harper Sanders,02eb34ae-ce03-43a5-b39b-381fcdf03708,Statistical Methods in Biomedical Research,7.5,8.5,9.8,3.5,,,,7.3
Jessica Parker,19f4ccef-5bab-422d-8c97-7b4295b3adb6,Bioinformatics,7.2,1.7,5.4,5,1.7,3.1,,4
Madison King,5beea0a7-af03-49de-bb4c-109796e3f29f,Statistical Methods in Biomedical Research,5.6,9.6,5.3,7.2,,,,6.9
Alex Sanders,70bf8edd-6016-4f6e-bfbe-48a97d623ef4,Statistical Methods in Biomedical Research,5.3,7.5,0.7,4.2,,,,4.4
Anna Cook,4aadc5a1-d8d8-4ec3-872d-272da54521ba,Big Data Analysis,5.2,5.9,5,1.9,,,,4.5
Dylan Peterson,21ebb566-c494-475f-8125-7625db4f0e6f,Bioinformatics,0,9.1,7.6,0.5,2.5,0.8,,3.4
Diana Jones,f2614a0f-1fc5-43b2-8e09-e480a305b8e3,Statistical Methods in Biomedical Research,4.9,0.6,8.4,0.9,,,,3.7
Austin Castillo,1d0bd63b-479c-45b4-9e54-2f3de3c2a903,Machine Learning,6.4,3,2.5,,,,,4
Jason Wood,fbb7a9a3-6afd-4896-8e9b-3b68087f3a29,Bioinformatics,4.4,8.8,4,5.9,2.6,4.6,,5.1
Alice Adams,80e90a05-c7ea-454b-94af-096df69e9e33,Big Data Analysis,2.9,4.5,0.9,6.1,,,,3.6
Jackson Thomas,fb38100e-6a7a-48cb-b2ef-a937a33d2f54,Machine Learning,4.4,3.9,4,,,,,4.1
Hannah Gray,78fbb53c-ca31-4052-b9e4-6b628a9a5c5c,Machine Learning,1.2,0.8,9.4,,,,,3.8
Andrew Parker,be4e9f06-3027-4561-ba81-677bcd6e7369,Machine Learning,7,7.2,3.8,,,,,6
Kimberly Reyes,47947e30-dc71-409b-a9bb-3f262a86e103,Big Data Analysis,5.2,7.2,5,1.8,,,,4.8
Brian Flores,8ec96eb7-66a9-4dd0-98f4-88252cf7e8f8,Statistical Methods in Biomedical Research,2.9,2.2,9.8,2.2,,,,4.3
Barbara Allen,72ea5ce7-ece7-45e7-a6ff-3974fc24c948,Introduction to Data Science,9.1,0.9,1.8,8.6,9,,,5.9
Heather Clark,243ddb41-55b2-4305-97f8-a801e54fcddb,Bioinformatics,6.7,2.4,5.6,4.3,8.1,5.7,,5.5
Samantha Morgan,c8d4efc7-1da7-4686-a522-a33127a857a8,Big Data Analysis,8.5,8,1.2,7.6,,,,6.3
Jacob Kim,c371e47d-6ad9-4329-b9d9-8101d4218c5b,Statistical Methods in Biomedical Research,7.8,5.6,1.3,3.8,,,,4.6
Lucas Taylor,a91b693b-ee1d-446c-8a20-34c48b355d29,Big Data Analysis,9,1.3,6.7,3.5,,,,5.1
Evelyn Lewis,d19b07aa-e6ca-4379-ab64-309e4043653f,Machine Learning,6.7,5.5,4,,,,,5.4
Zachary Clark,1cf5f7b7-fdd8-41a4-99b7-cc49e2424723,Bioinformatics,6.9,0,0.5,2.9,1.8,2.7,,2.5
Barbara Jones,242e1cb5-c7ed-4181-8840-7774ddaa6bdb,Big Data Analysis,9.6,4,3.1,2.4,,,,4.8
Sophia Phillips,48238a88-77a8-45e6-81ec-1f66cae0330f,Big Data Analysis,1.7,2.3,3.2,5.5,,,,3.2
Noah Walker,8b88aaab-117a-4e24-b4d8-6f404a3f42d5,Statistical Methods in Biomedical Research,2,2.1,0.9,4.9,,,,2.5
Brianna Kelly,75408419-69f6-475e-8d75-b0007378a1d3,Introduction to Data Science,1.3,7.9,1.3,5,10,,,5.1
Amy Lee,3a9e1448-61dd-4341-a297-7f5322a7ead5,Bioinformatics,8.2,8.4,7.9,0.8,5.4,0.1,,5.1
Jonathan Wilson,37e33ba9-2cad-40ec-b3ca-0f3c36751ead,Introduction to Data Science,6.6,3,5.1,0.4,8.3,,,4.7
Ashley Alvarez,c2deb867-9ac2-4924-a583-09f5abbf615e,Machine Learning,5.9,9.2,8.6,,,,,7.9
Abigail Morris,abfcac18-a1fe-477a-be7f-6a66ef4bcabb,Statistical Methods in Biomedical Research,7.3,6.7,4.6,7.1,,,,6.4
Sophia Torres,fe67cbfd-cbba-40ae-bf07-3fcbbf5f410b,Introduction to Data Science,9.7,9.8,6.7,2.1,6.7,,,7
Harper Lopez,f6182d93-f0a0-4625-83f0-d958156cc4df,Statistical Methods in Biomedical Research,6.9,3.1,8.2,5.6,,,,6
Adam Moore,f4b077d5-eae7-4641-b898-d3818a923251,Bioinformatics,2.7,3.5,7.1,2.4,2.7,5.9,,4.1
Lucas Turner,f013e992-8c9b-4308-9dbe-a6e1fcd6bae9,Bioinformatics,4.4,6.9,1.1,2.3,2.1,3.9,,3.5
Edward Hughes,3a24be48-9bf6-4b0d-91ac-fcb3519e7fef,Statistical Methods in Biomedical Research,6,6.7,4.7,3.5,,,,5.2
Matthew Green,96cd1a7b-1e72-4a8a-a352-be6646948c1a,Statistical Methods in Biomedical Research,1.2,5.3,3.4,1.7,,,,2.9
Austin Adams,add0b488-65f1-460a-b3e3-ce52f6484592,Machine Learning,0.9,8.2,0.9,,,,,3.3
Julia Walker,9043e335-55fb-477f-a3b5-d66c83230da1,Introduction to Data Science,8.2,3,4,4.5,1.9,,,4.3
Charlotte Brown,f43a2934-0722-4a5d-9e02-99c15c444fed,Statistical Methods in Biomedical Research,7.8,7.7,8,1.3,,,,6.2
Ashley Ruiz,ed4c64f3-c859-44e7-9c24-db1bf2d20591,Big Data Analysis,0.5,4.1,9.8,9.6,,,,6
Jonathan Miller,25bd26fa-14cd-4ad0-85ca-f59657db3597,Statistical Methods in Biomedical Research,1.7,5,5.1,0.6,,,,3.1
